id,name,country,city,latitude,longitude,description,wikipedia_url,categories,ar_trigger_tags,type
extra_0159,Destination 159 - Cairo,Egypt,Cairo,30.2034,31.3947,Additional tourist destination near Cairo,,tourism|attraction,ar_dest_159,tourism_spot
extra_0160,Destination 160 - Alexandria,Egypt,Alexandria,31.3601,30.0787,Additional tourist destination near Alexandria,,tourism|attraction,ar_dest_160,tourism_spot
extra_0161,Destination 161 - Marrakech,Morocco,Marrakech,31.7905,-7.8201,Additional tourist destination near Marrakech,,tourism|attraction,ar_dest_161,tourism_spot
extra_0162,Destination 162 - Casablanca,Morocco,Casablanca,33.735099999999996,-7.4278,Additional tourist destination near Casablanca,,tourism|attraction,ar_dest_162,tourism_spot
extra_0163,Destination 163 - Fez,Morocco,Fez,34.181099999999994,-4.844799999999999,Additional tourist destination near Fez,,tourism|attraction,ar_dest_163,tourism_spot
extra_0164,Destination 164 - Dakar,Senegal,Dakar,14.8807,-17.3037,Additional tourist destination near Dakar,,tourism|attraction,ar_dest_164,tourism_spot
extra_0165,Destination 165 - Accra,Ghana,Accra,5.7687,-0.021999999999999992,Additional tourist destination near Accra,,tourism|attraction,ar_dest_165,tourism_spot
extra_0166,Destination 166 - Lagos,Nigeria,Lagos,6.6904,3.5452,Additional tourist destination near Lagos,,tourism|attraction,ar_dest_166,tourism_spot
extra_0167,Destination 167 - Abuja,Nigeria,Abuja,9.249,7.6639,Additional tourist destination near Abuja,,tourism|attraction,ar_dest_167,tourism_spot
extra_0168,Destination 168 - Cape Town,South Africa,Cape Town,-33.7569,18.5921,Additional tourist destination near Cape Town,,tourism|attraction,ar_dest_168,tourism_spot
extra_0169,Destination 169 - Johannesburg,South Africa,Johannesburg,-26.0351,28.2163,Additional tourist destination near Johannesburg,,tourism|attraction,ar_dest_169,tourism_spot
extra_0170,Destination 170 - Durban,South Africa,Durban,-29.688699999999997,31.1918,Additional tourist destination near Durban,,tourism|attraction,ar_dest_170,tourism_spot
extra_0171,Destination 171 - Maputo,Mozambique,Maputo,-25.7952,32.754799999999996,Additional tourist destination near Maputo,,tourism|attraction,ar_dest_171,tourism_spot
extra_0172,Destination 172 - Harare,Zimbabwe,Harare,-17.6532,31.2055,Additional tourist destination near Harare,,tourism|attraction,ar_dest_172,tourism_spot
extra_0173,Destination 173 - Lusaka,Zambia,Lusaka,-15.2145,28.4958,Additional tourist destination near Lusaka,,tourism|attraction,ar_dest_173,tourism_spot
extra_0174,Destination 174 - Gaborone,Botswana,Gaborone,-24.4835,26.0915,Additional tourist destination near Gaborone,,tourism|attraction,ar_dest_174,tourism_spot
extra_0175,Destination 175 - Windhoek,Namibia,Windhoek,-22.395,17.2586,Additional tourist destination near Windhoek,,tourism|attraction,ar_dest_175,tourism_spot
extra_0176,Destination 176 - Nairobi,Kenya,Nairobi,-1.1161,36.9979,Additional tourist destination near Nairobi,,tourism|attraction,ar_dest_176,tourism_spot
extra_0177,Destination 177 - Mombasa,Kenya,Mombasa,-3.8665,39.8452,Additional tourist destination near Mombasa,,tourism|attraction,ar_dest_177,tourism_spot
extra_0178,Destination 178 - Dar es Salaam,Tanzania,Dar es Salaam,-6.6144,39.3863,Additional tourist destination near Dar es Salaam,,tourism|attraction,ar_dest_178,tourism_spot
extra_0179,Destination 179 - Arusha,Tanzania,Arusha,-3.2079,36.862,Additional tourist destination near Arusha,,tourism|attraction,ar_dest_179,tourism_spot
extra_0180,Destination 180 - Kampala,Uganda,Kampala,0.5276000000000001,32.7625,Additional tourist destination near Kampala,,tourism|attraction,ar_dest_180,tourism_spot
extra_0181,Destination 181 - Kigali,Rwanda,Kigali,-1.7631,30.242900000000002,Additional tourist destination near Kigali,,tourism|attraction,ar_dest_181,tourism_spot
extra_0182,Destination 182 - Addis Ababa,Ethiopia,Addis Ababa,9.212,38.922000000000004,Additional tourist destination near Addis Ababa,,tourism|attraction,ar_dest_182,tourism_spot
extra_0183,Destination 183 - Cairo,Egypt,Cairo,30.2274,31.4187,Additional tourist destination near Cairo,,tourism|attraction,ar_dest_183,tourism_spot
extra_0184,Destination 184 - Alexandria,Egypt,Alexandria,31.3841,30.102700000000002,Additional tourist destination near Alexandria,,tourism|attraction,ar_dest_184,tourism_spot
extra_0185,Destination 185 - Marrakech,Morocco,Marrakech,31.8145,-7.7961,Additional tourist destination near Marrakech,,tourism|attraction,ar_dest_185,tourism_spot
extra_0186,Destination 186 - Casablanca,Morocco,Casablanca,33.7591,-7.4038,Additional tourist destination near Casablanca,,tourism|attraction,ar_dest_186,tourism_spot
extra_0187,Destination 187 - Fez,Morocco,Fez,34.205099999999995,-4.820799999999999,Additional tourist destination near Fez,,tourism|attraction,ar_dest_187,tourism_spot
extra_0188,Destination 188 - Dakar,Senegal,Dakar,14.9047,-17.279700000000002,Additional tourist destination near Dakar,,tourism|attraction,ar_dest_188,tourism_spot
extra_0189,Destination 189 - Accra,Ghana,Accra,5.7927,0.0020000000000000018,Additional tourist destination near Accra,,tourism|attraction,ar_dest_189,tourism_spot
extra_0190,Destination 190 - Lagos,Nigeria,Lagos,6.7144,3.5692,Additional tourist destination near Lagos,,tourism|attraction,ar_dest_190,tourism_spot
extra_0191,Destination 191 - Abuja,Nigeria,Abuja,9.273000000000001,7.6879,Additional tourist destination near Abuja,,tourism|attraction,ar_dest_191,tourism_spot
extra_0192,Destination 192 - Cape Town,South Africa,Cape Town,-33.7329,18.6161,Additional tourist destination near Cape Town,,tourism|attraction,ar_dest_192,tourism_spot
extra_0193,Destination 193 - Johannesburg,South Africa,Johannesburg,-26.0111,28.2403,Additional tourist destination near Johannesburg,,tourism|attraction,ar_dest_193,tourism_spot
extra_0194,Destination 194 - Durban,South Africa,Durban,-29.6647,31.215799999999998,Additional tourist destination near Durban,,tourism|attraction,ar_dest_194,tourism_spot
extra_0195,Destination 195 - Maputo,Mozambique,Maputo,-25.7712,32.7788,Additional tourist destination near Maputo,,tourism|attraction,ar_dest_195,tourism_spot
extra_0196,Destination 196 - Harare,Zimbabwe,Harare,-17.629199999999997,31.2295,Additional tourist destination near Harare,,tourism|attraction,ar_dest_196,tourism_spot
extra_0197,Destination 197 - Lusaka,Zambia,Lusaka,-15.1905,28.5198,Additional tourist destination near Lusaka,,tourism|attraction,ar_dest_197,tourism_spot
extra_0198,Destination 198 - Gaborone,Botswana,Gaborone,-24.4595,26.1155,Additional tourist destination near Gaborone,,tourism|attraction,ar_dest_198,tourism_spot
extra_0199,Destination 199 - Windhoek,Namibia,Windhoek,-22.371,17.282600000000002,Additional tourist destination near Windhoek,,tourism|attraction,ar_dest_199,tourism_spot
